instance_id,genre
1,Classical
2,Hip-Hop
3,Blues
4,R&B
5,Jazz
6,Blues
7,Hip-Hop
8,Jazz
9,R&B
10,Alternative
11,Pop
12,Opera
13,Classical
14,Jazz
15,Hip-Hop
16,Blues
17,Alternative
18,Blues
19,Opera
20,Comedy
21,Comedy
22,Blues
23,Folk
24,Comedy
25,Blues
26,Folk
27,Classical
28,Blues
29,Jazz
30,Hip-Hop
31,Blues
32,Folk
33,Hip-Hop
34,Blues
35,Alternative
36,R&B
37,Comedy
38,Folk
39,Pop
40,Blues
41,Blues
42,Classical
43,Blues
44,Blues
45,Hip-Hop
46,R&B
47,Comedy
48,R&B
49,Blues
50,Blues
51,Blues
52,R&B
53,Blues
54,Hip-Hop
55,Hip-Hop
56,Blues
57,Hip-Hop
58,Classical
59,Comedy
60,Alternative
61,Alternative
62,Hip-Hop
63,Blues
64,Alternative
65,Opera
66,Blues
67,Comedy
68,Alternative
69,R&B
70,Hip-Hop
71,R&B
72,R&B
73,Pop
74,Folk
75,Alternative
76,Pop
77,Folk
78,Blues
79,Comedy
80,Blues
81,Pop
82,Alternative
83,Classical
84,Alternative
85,Blues
86,Alternative
87,R&B
88,Hip-Hop
89,R&B
90,Classical
91,Hip-Hop
92,Hip-Hop
93,Folk
94,Opera
95,Comedy
96,Blues
97,Blues
98,Pop
99,Jazz
100,Jazz
101,R&B
102,Blues
103,Pop
104,Alternative
105,Pop
106,R&B
107,Jazz
108,R&B
109,Hip-Hop
110,Pop
111,R&B
112,Comedy
113,Hip-Hop
114,Hip-Hop
115,Blues
116,Jazz
117,Classical
118,R&B
119,Classical
120,Folk
121,Alternative
122,Folk
123,R&B
124,Alternative
125,Blues
126,Comedy
127,R&B
128,Blues
129,R&B
130,Pop
131,Blues
132,Pop
133,Alternative
134,Folk
135,Classical
136,Classical
137,Blues
138,Opera
139,Alternative
140,Comedy
141,Jazz
142,Pop
143,R&B
144,Comedy
145,Alternative
146,Alternative
147,Comedy
148,Pop
149,Opera
150,Blues
151,R&B
152,Jazz
153,Blues
154,Comedy
155,R&B
156,Pop
157,Jazz
158,Pop
159,Pop
160,Alternative
161,Hip-Hop
162,Pop
163,Jazz
164,Folk
165,Jazz
166,Pop
167,Jazz
168,R&B
169,Pop
170,Alternative
171,Pop
172,Pop
173,Blues
174,R&B
175,Opera
176,Alternative
177,Folk
178,R&B
179,Comedy
180,Jazz
181,Alternative
182,Pop
183,Comedy
184,Classical
185,Hip-Hop
186,Hip-Hop
187,Classical
188,R&B
189,Alternative
190,Jazz
191,Folk
192,Jazz
193,Folk
194,Classical
195,R&B
196,Opera
197,Blues
198,Comedy
199,Classical
200,Jazz
201,Folk
202,R&B
203,Folk
204,Folk
205,Comedy
206,Pop
207,Alternative
208,Blues
209,R&B
210,R&B
211,Jazz
212,Opera
213,Folk
214,Folk
215,Alternative
216,Jazz
217,Pop
218,Pop
219,Jazz
220,Folk
221,Opera
222,Comedy
223,Comedy
224,R&B
225,Comedy
226,Hip-Hop
227,Folk
228,Jazz
229,Jazz
230,Folk
231,R&B
232,R&B
233,Hip-Hop
234,Comedy
235,Comedy
236,Jazz
237,Folk
238,Opera
239,Hip-Hop
240,Hip-Hop
241,Jazz
242,Hip-Hop
243,Folk
244,Alternative
245,Classical
246,Hip-Hop
247,Blues
248,Folk
249,Opera
250,R&B
251,Jazz
252,Jazz
253,Comedy
254,Pop
255,Pop
256,Folk
257,Pop
258,Hip-Hop
259,Opera
260,Blues
261,R&B
262,Folk
263,Folk
264,Folk
265,Blues
266,Blues
267,Blues
268,Blues
269,Blues
270,Pop
271,Hip-Hop
272,Blues
273,Hip-Hop
274,Blues
275,Hip-Hop
276,Blues
277,R&B
278,R&B
279,Hip-Hop
280,Blues
281,Pop
282,Blues
283,Pop
284,Hip-Hop
285,R&B
286,Pop
287,Pop
288,Comedy
289,Opera
290,Blues
291,Hip-Hop
292,R&B
293,Hip-Hop
294,Blues
295,Blues
296,Jazz
297,Alternative
298,Pop
299,Blues
300,Classical
301,R&B
302,R&B
303,Blues
304,Blues
305,Comedy
306,Jazz
307,Hip-Hop
308,Jazz
309,R&B
310,Pop
311,Classical
312,Hip-Hop
313,Alternative
314,Blues
315,Alternative
316,R&B
317,R&B
318,Opera
319,Alternative
320,Alternative
321,Folk
322,Folk
323,Blues
324,Alternative
325,Folk
326,Blues
327,R&B
328,Opera
329,Classical
330,Folk
331,Folk
332,Folk
333,Alternative
334,Comedy
335,Pop
336,Blues
337,Alternative
338,Comedy
339,Jazz
340,Alternative
341,Folk
342,Blues
343,Folk
344,Alternative
345,Alternative
346,Classical
347,Hip-Hop
348,Jazz
349,Jazz
350,Pop
351,Pop
352,Blues
353,Blues
354,Jazz
355,Opera
356,Blues
357,Classical
358,Jazz
359,Classical
360,Jazz
361,Alternative
362,Blues
363,Folk
364,Alternative
365,Jazz
366,Comedy
367,Classical
368,Blues
369,Blues
370,Classical
371,Comedy
372,Blues
373,Alternative
374,Blues
375,Blues
376,Hip-Hop
377,Opera
378,Hip-Hop
379,Alternative
380,Blues
381,Opera
382,Blues
383,Alternative
384,Blues
385,Opera
386,Folk
387,Comedy
388,Folk
389,Pop
390,R&B
391,Alternative
392,Jazz
393,Comedy
394,Alternative
395,Folk
396,Opera
397,Folk
398,Hip-Hop
399,Hip-Hop
400,Folk
401,Jazz
402,Hip-Hop
403,Folk
404,Classical
405,Hip-Hop
406,Blues
407,Hip-Hop
408,Comedy
409,Folk
410,Folk
411,Jazz
412,Classical
413,Hip-Hop
414,Blues
415,Jazz
416,Classical
417,Folk
418,Classical
419,Folk
420,Blues
421,Classical
422,Blues
423,Blues
424,Folk
425,Opera
426,Blues
427,R&B
428,Comedy
429,Folk
430,Comedy
431,Classical
432,Alternative
433,Classical
434,Blues
435,Blues
436,Comedy
437,Jazz
438,Hip-Hop
439,Comedy
440,Classical
441,Comedy
442,Opera
443,Folk
444,Hip-Hop
445,Alternative
446,Hip-Hop
447,Blues
448,Opera
449,Classical
450,R&B
451,Classical
452,R&B
453,R&B
454,R&B
455,Blues
456,Blues
457,Alternative
458,Folk
459,Blues
460,R&B
461,Pop
462,R&B
463,Comedy
464,Hip-Hop
465,R&B
466,Hip-Hop
467,Hip-Hop
468,R&B
469,Blues
470,Hip-Hop
471,Comedy
472,R&B
473,Alternative
474,Blues
475,Blues
476,Opera
477,Pop
478,Blues
479,R&B
480,Hip-Hop
481,Classical
482,Comedy
483,Blues
484,Classical
485,Jazz
486,Blues
487,Opera
488,Blues
489,Hip-Hop
490,Alternative
491,Folk
492,Jazz
493,Folk
494,Comedy
495,Blues
496,Blues
497,R&B
498,Opera
499,Folk
500,Classical
501,Jazz
502,Jazz
503,Folk
504,Pop
505,Jazz
506,Jazz
507,Jazz
508,Hip-Hop
509,Blues
510,R&B
511,Hip-Hop
512,Jazz
513,Blues
514,Classical
515,Jazz
516,R&B
517,Blues
518,Folk
519,Alternative
520,Alternative
521,R&B
522,Blues
523,Classical
524,R&B
525,Pop
526,Pop
527,Blues
528,Folk
529,R&B
530,Blues
531,Alternative
532,Blues
533,Pop
534,Hip-Hop
535,Pop
536,Folk
537,Folk
538,Jazz
539,R&B
540,Alternative
541,Hip-Hop
542,Blues
543,Hip-Hop
544,Pop
545,Hip-Hop
546,Classical
547,Pop
548,Hip-Hop
549,Alternative
550,R&B
551,Folk
552,R&B
553,Hip-Hop
554,Blues
555,Folk
556,R&B
557,Folk
558,Alternative
559,Pop
560,Jazz
561,Hip-Hop
562,Hip-Hop
563,Hip-Hop
564,Jazz
565,Blues
566,Comedy
567,Blues
568,Comedy
569,Alternative
570,Folk
571,Blues
572,Alternative
573,Comedy
574,Blues
575,Opera
576,Opera
577,R&B
578,Blues
579,Comedy
580,Jazz
581,R&B
582,Folk
583,Pop
584,Folk
585,Blues
586,Alternative
587,Jazz
588,Alternative
589,Jazz
590,Opera
591,Pop
592,Jazz
593,Alternative
594,Classical
595,Blues
596,R&B
597,R&B
598,Folk
599,Classical
600,R&B
601,Alternative
602,Alternative
603,Pop
604,Alternative
605,Blues
606,Blues
607,Folk
608,Jazz
609,Opera
610,Blues
611,Comedy
612,Blues
613,Opera
614,Blues
615,Pop
616,Folk
617,Alternative
618,Blues
619,Comedy
620,Blues
621,Blues
622,R&B
623,R&B
624,Blues
625,Folk
626,Jazz
627,Blues
628,Pop
629,Hip-Hop
630,Blues
631,Comedy
632,Pop
633,Blues
634,Hip-Hop
635,Hip-Hop
636,Alternative
637,Comedy
638,Blues
639,Blues
640,R&B
641,Opera
642,Hip-Hop
643,Classical
644,Alternative
645,Folk
646,Blues
647,Blues
648,Classical
649,Folk
650,Folk
651,Blues
652,Jazz
653,R&B
654,Classical
655,Folk
656,Folk
657,Folk
658,Blues
659,Alternative
660,Pop
661,Blues
662,Blues
663,Classical
664,Hip-Hop
665,Folk
666,Hip-Hop
667,Pop
668,Blues
669,Folk
670,Jazz
671,Blues
672,Blues
673,Blues
674,Pop
675,Comedy
676,Opera
677,Pop
678,Hip-Hop
679,Hip-Hop
680,Blues
681,R&B
682,Jazz
683,Hip-Hop
684,R&B
685,Alternative
686,Pop
687,Folk
688,Comedy
689,R&B
690,Blues
691,Blues
692,Jazz
693,Alternative
694,Alternative
695,Folk
696,Blues
697,Blues
698,Blues
699,Classical
700,R&B
701,Hip-Hop
702,R&B
703,Blues
704,Hip-Hop
705,Alternative
706,Pop
707,Comedy
708,Blues
709,Blues
710,Classical
711,Folk
712,R&B
713,Jazz
714,Comedy
715,Folk
716,Folk
717,Comedy
718,Folk
719,Blues
720,Blues
721,R&B
722,Opera
723,Alternative
724,Blues
725,Alternative
726,Hip-Hop
727,R&B
728,Blues
729,Jazz
730,Jazz
731,Blues
732,Comedy
733,Pop
734,Hip-Hop
735,Jazz
736,Hip-Hop
737,Classical
738,Blues
739,Pop
740,Jazz
741,Jazz
742,Opera
743,Folk
744,Folk
745,Pop
746,Jazz
747,Jazz
748,Alternative
749,Alternative
750,Pop
751,Blues
752,Alternative
753,Pop
754,Folk
755,Jazz
756,Comedy
757,Hip-Hop
758,Alternative
759,Hip-Hop
760,Folk
761,Pop
762,Comedy
763,Alternative
764,R&B
765,Pop
766,Comedy
767,Hip-Hop
768,Blues
769,Blues
770,Blues
771,R&B
772,Blues
773,Pop
774,Comedy
775,Jazz
776,Hip-Hop
777,Folk
778,Blues
779,Opera
780,Pop
781,Blues
782,R&B
783,R&B
784,Folk
785,R&B
786,Blues
787,Comedy
788,Hip-Hop
789,Blues
790,R&B
791,R&B
792,Hip-Hop
793,Jazz
794,Jazz
795,Hip-Hop
796,Classical
797,Blues
798,Alternative
799,R&B
800,Jazz
801,Hip-Hop
802,Alternative
803,Pop
804,Folk
805,Folk
806,Opera
807,Blues
808,Classical
809,Comedy
810,Jazz
811,Jazz
812,Folk
813,Opera
814,Blues
815,Pop
816,Classical
817,Hip-Hop
818,Folk
819,Pop
820,R&B
821,Folk
822,Pop
823,Comedy
824,Blues
825,Blues
826,Hip-Hop
827,Comedy
828,Hip-Hop
829,Folk
830,R&B
831,Jazz
832,Opera
833,R&B
834,Blues
835,Folk
836,Blues
837,Classical
838,Pop
839,Comedy
840,Opera
841,Folk
842,Folk
843,R&B
844,Jazz
845,Alternative
846,Comedy
847,Classical
848,Blues
849,Blues
850,Folk
851,R&B
852,Blues
853,R&B
854,Blues
855,Pop
856,Pop
857,Folk
858,Blues
859,Blues
860,Pop
861,Opera
862,Opera
863,R&B
864,Alternative
865,Hip-Hop
866,Comedy
867,Blues
868,R&B
869,Hip-Hop
870,Alternative
871,Blues
872,Pop
873,Comedy
874,Pop
875,Jazz
876,Blues
877,Pop
878,Blues
879,Blues
880,Pop
881,Classical
882,Folk
883,Jazz
884,Jazz
885,Alternative
886,Blues
887,Hip-Hop
888,Hip-Hop
889,Comedy
890,Opera
891,Pop
892,Classical
893,Alternative
894,Comedy
895,Comedy
896,Blues
897,Hip-Hop
898,Alternative
899,Blues
900,R&B
901,Alternative
902,Blues
903,Pop
904,Blues
905,Pop
906,Hip-Hop
907,R&B
908,Jazz
909,Jazz
910,Blues
911,Blues
912,Alternative
913,Pop
914,Jazz
915,Alternative
916,Hip-Hop
917,Blues
918,Comedy
919,Blues
920,Alternative
921,Alternative
922,Blues
923,Hip-Hop
924,Opera
925,Pop
926,Opera
927,R&B
928,Hip-Hop
929,Pop
930,Comedy
931,Opera
932,Alternative
933,Jazz
934,Hip-Hop
935,Hip-Hop
936,R&B
937,Jazz
938,Hip-Hop
939,Folk
940,Folk
941,Hip-Hop
942,Hip-Hop
943,Jazz
944,Jazz
945,Jazz
946,Comedy
947,Alternative
948,Pop
949,Jazz
950,Pop
951,Jazz
952,Jazz
953,Hip-Hop
954,Folk
955,Alternative
956,R&B
957,Hip-Hop
958,Jazz
959,Alternative
960,Folk
961,Comedy
962,Pop
963,R&B
964,Opera
965,Comedy
966,R&B
967,Pop
968,Classical
969,R&B
970,Folk
971,Classical
972,Comedy
973,Pop
974,Jazz
975,Opera
976,Pop
977,Pop
978,Folk
979,Blues
980,Folk
981,Hip-Hop
982,Jazz
983,Hip-Hop
984,Folk
985,Folk
986,Hip-Hop
987,Classical
988,Jazz
989,Jazz
990,Classical
991,Folk
992,Blues
993,Folk
994,Hip-Hop
995,Blues
996,Blues
997,Hip-Hop
998,Blues
999,Jazz
1000,Pop
1001,Classical
1002,Opera
1003,Blues
1004,Folk
1005,Pop
1006,Folk
1007,Jazz
1008,Blues
1009,Alternative
1010,Blues
1011,Jazz
1012,Opera
1013,R&B
1014,Pop
1015,Hip-Hop
1016,Pop
1017,Comedy
1018,Blues
1019,R&B
1020,Blues
1021,Alternative
1022,Blues
1023,R&B
1024,Hip-Hop
1025,Hip-Hop
1026,Hip-Hop
1027,Folk
1028,Alternative
1029,Classical
1030,Opera
1031,Comedy
1032,Opera
1033,Comedy
1034,Alternative
1035,Blues
1036,Hip-Hop
1037,Comedy
1038,Folk
1039,Jazz
1040,Folk
1041,Blues
1042,Folk
1043,Folk
1044,Blues
1045,Alternative
1046,Blues
1047,Folk
1048,Hip-Hop
1049,R&B
1050,Pop
1051,Jazz
1052,Folk
1053,R&B
1054,Hip-Hop
1055,Folk
1056,Hip-Hop
1057,Alternative
1058,Alternative
1059,Hip-Hop
1060,R&B
1061,Folk
1062,Blues
1063,Hip-Hop
1064,Blues
1065,Folk
1066,Blues
1067,Pop
1068,Folk
1069,Blues
1070,Hip-Hop
1071,Pop
1072,Blues
1073,Comedy
1074,Blues
1075,Blues
1076,Blues
1077,Alternative
1078,Blues
1079,Classical
