instance_id,artist_name,genre
11,empty_field,Pop
12,empty_field,Opera
15,empty_field,Hip-Hop
26,empty_field,Folk
27,empty_field,Classical
31,empty_field,Blues
46,empty_field,R&B
47,empty_field,Comedy
63,empty_field,Blues
77,empty_field,Folk
79,empty_field,Comedy
81,empty_field,Pop
84,empty_field,Alternative
89,empty_field,Alternative
90,empty_field,Classical
91,empty_field,R&B
97,empty_field,Blues
99,empty_field,Jazz
105,empty_field,Pop
120,empty_field,Folk
135,empty_field,Classical
139,empty_field,Pop
140,empty_field,Comedy
141,empty_field,Jazz
150,empty_field,Blues
154,empty_field,Comedy
158,empty_field,Hip-Hop
160,empty_field,Alternative
162,empty_field,Pop
163,empty_field,Jazz
168,empty_field,R&B
187,empty_field,Classical
188,empty_field,R&B
189,empty_field,Alternative
190,empty_field,Jazz
207,empty_field,Alternative
211,empty_field,Jazz
223,empty_field,Comedy
224,empty_field,R&B
237,empty_field,Folk
240,empty_field,Hip-Hop
242,empty_field,Hip-Hop
246,empty_field,Hip-Hop
247,empty_field,Blues
252,empty_field,Jazz
254,empty_field,Hip-Hop
259,empty_field,Opera
269,empty_field,Blues
273,empty_field,Alternative
275,empty_field,Hip-Hop
278,empty_field,R&B
292,empty_field,Hip-Hop
300,empty_field,Classical
302,empty_field,Hip-Hop
307,empty_field,Pop
311,empty_field,Classical
314,empty_field,Blues
316,empty_field,R&B
321,empty_field,Folk
329,empty_field,Classical
330,empty_field,Folk
331,empty_field,Folk
333,empty_field,Alternative
335,empty_field,Pop
336,empty_field,Blues
354,empty_field,Jazz
363,empty_field,Jazz
368,empty_field,Alternative
370,empty_field,Classical
375,empty_field,Blues
390,empty_field,R&B
396,empty_field,Opera
401,empty_field,Jazz
407,empty_field,Hip-Hop
408,empty_field,Comedy
411,empty_field,Blues
415,empty_field,Jazz
417,empty_field,Folk
418,empty_field,Classical
420,empty_field,Blues
423,empty_field,Blues
427,empty_field,R&B
431,empty_field,Classical
443,empty_field,Folk
446,empty_field,Hip-Hop
455,empty_field,Blues
459,empty_field,Blues
461,empty_field,Pop
491,empty_field,Folk
492,empty_field,Blues
493,empty_field,Folk
498,empty_field,Opera
504,empty_field,Pop
509,empty_field,Blues
510,empty_field,R&B
511,empty_field,Pop
518,empty_field,Folk
523,empty_field,Classical
547,empty_field,Pop
549,empty_field,Alternative
556,empty_field,R&B
568,empty_field,Comedy
569,empty_field,Alternative
570,empty_field,Folk
573,empty_field,Comedy
583,empty_field,Pop
585,empty_field,Blues
589,empty_field,Jazz
590,empty_field,Opera
593,empty_field,Alternative
598,empty_field,Folk
601,empty_field,Alternative
602,empty_field,Alternative
610,empty_field,Blues
629,empty_field,Pop
633,empty_field,Blues
641,empty_field,Opera
650,empty_field,Folk
651,empty_field,Blues
654,empty_field,Classical
656,empty_field,Folk
657,empty_field,Folk
659,empty_field,Alternative
661,empty_field,Blues
665,empty_field,Folk
666,empty_field,Hip-Hop
668,empty_field,Blues
669,empty_field,Alternative
676,empty_field,Opera
679,empty_field,Hip-Hop
680,empty_field,Blues
685,empty_field,Alternative
687,empty_field,Folk
690,empty_field,Blues
691,empty_field,Blues
697,empty_field,Blues
698,empty_field,Blues
703,empty_field,Blues
711,empty_field,Folk
722,empty_field,Opera
729,empty_field,Folk
731,empty_field,Blues
740,empty_field,Jazz
741,empty_field,Folk
742,empty_field,Opera
745,empty_field,Pop
746,empty_field,Jazz
759,empty_field,R&B
760,empty_field,Folk
766,empty_field,Comedy
768,empty_field,Blues
769,empty_field,Blues
770,empty_field,Blues
775,empty_field,Jazz
783,empty_field,Alternative
790,empty_field,R&B
791,empty_field,R&B
792,empty_field,R&B
795,empty_field,Hip-Hop
797,empty_field,Blues
804,empty_field,Folk
819,empty_field,Pop
826,empty_field,Hip-Hop
829,empty_field,Folk
830,empty_field,Folk
831,empty_field,Jazz
836,empty_field,Blues
841,empty_field,Folk
852,empty_field,Blues
861,empty_field,Opera
866,empty_field,Comedy
869,empty_field,Hip-Hop
888,empty_field,Hip-Hop
889,empty_field,Comedy
892,empty_field,Classical
895,empty_field,Comedy
899,empty_field,Blues
907,empty_field,R&B
908,empty_field,Jazz
910,empty_field,Blues
912,empty_field,R&B
926,empty_field,Opera
930,empty_field,Comedy
931,empty_field,Opera
939,empty_field,Folk
944,empty_field,R&B
947,empty_field,Alternative
955,empty_field,Alternative
956,empty_field,R&B
959,empty_field,Alternative
964,empty_field,Opera
967,empty_field,Pop
972,empty_field,Comedy
973,empty_field,Pop
975,empty_field,Opera
978,empty_field,Folk
982,empty_field,Jazz
984,empty_field,Folk
987,empty_field,Blues
988,empty_field,Folk
990,empty_field,Classical
991,empty_field,Folk
993,empty_field,Folk
997,empty_field,Hip-Hop
1005,empty_field,Hip-Hop
1007,empty_field,Jazz
1010,empty_field,Blues
1014,empty_field,Pop
1019,empty_field,R&B
1021,empty_field,Alternative
1022,empty_field,Blues
1027,empty_field,Folk
1028,empty_field,Alternative
1029,empty_field,Classical
1030,empty_field,Opera
1033,empty_field,Comedy
1034,empty_field,Alternative
1035,empty_field,Blues
1036,empty_field,Hip-Hop
1037,empty_field,Comedy
1051,empty_field,Jazz
1056,empty_field,R&B
1057,empty_field,Alternative
1058,empty_field,Folk
1067,empty_field,Pop
1071,empty_field,Pop
1074,empty_field,Blues
1076,empty_field,Blues
1077,empty_field,Alternative
1092,empty_field,Comedy
1097,empty_field,Blues
1101,empty_field,Alternative
1104,empty_field,Alternative
1107,empty_field,Folk
1108,empty_field,Alternative
1110,empty_field,Pop
1113,empty_field,Classical
1115,empty_field,Blues
1120,empty_field,Blues
1123,empty_field,Blues
1125,empty_field,Blues
1131,empty_field,Folk
1138,empty_field,Blues
1145,empty_field,Hip-Hop
1149,empty_field,Blues
1156,empty_field,Jazz
1158,empty_field,Jazz
1159,empty_field,R&B
1160,empty_field,Opera
1169,empty_field,R&B
1181,empty_field,Classical
1195,empty_field,R&B
1200,empty_field,Jazz
1205,empty_field,Folk
1217,empty_field,Blues
1225,empty_field,Pop
1230,empty_field,Blues
1250,empty_field,Folk
1254,empty_field,R&B
1262,empty_field,Hip-Hop
1264,empty_field,Folk
1265,empty_field,Blues
1267,empty_field,R&B
1274,empty_field,Pop
1275,empty_field,Pop
1279,empty_field,Pop
1285,empty_field,R&B
1286,empty_field,Pop
1289,empty_field,Classical
1290,empty_field,Blues
1308,empty_field,Classical
1314,empty_field,Blues
1329,empty_field,Alternative
1332,empty_field,Alternative
1334,empty_field,Blues
1335,empty_field,Pop
1338,empty_field,R&B
1341,empty_field,Alternative
1344,empty_field,Folk
1345,empty_field,Hip-Hop
1348,empty_field,Blues
1352,empty_field,Opera
1355,empty_field,Comedy
1357,empty_field,R&B
1361,empty_field,Classical
1375,empty_field,R&B
1378,empty_field,Alternative
1385,empty_field,Comedy
1388,empty_field,Blues
1397,empty_field,Hip-Hop
1398,empty_field,Alternative
1407,empty_field,Blues
1408,empty_field,Hip-Hop
1411,empty_field,Hip-Hop
1416,empty_field,Classical
1419,empty_field,Blues
1422,empty_field,Jazz
1425,empty_field,Opera
1435,empty_field,Comedy
1443,empty_field,Pop
1449,empty_field,Hip-Hop
1455,empty_field,R&B
1456,empty_field,Hip-Hop
1457,empty_field,Alternative
1474,empty_field,Jazz
1484,empty_field,Hip-Hop
1494,empty_field,Jazz
1497,empty_field,Blues
1504,empty_field,Alternative
1507,empty_field,Blues
1516,empty_field,Pop
1517,empty_field,Classical
1518,empty_field,Folk
1520,empty_field,Blues
1521,empty_field,R&B
1523,empty_field,Jazz
1526,empty_field,Classical
1528,empty_field,R&B
1534,empty_field,Opera
1536,empty_field,Alternative
1540,empty_field,Classical
1541,empty_field,Pop
1543,empty_field,Blues
1545,empty_field,Folk
1554,empty_field,Classical
1555,empty_field,Folk
1559,empty_field,Blues
1562,empty_field,Pop
1563,empty_field,Folk
1564,empty_field,Hip-Hop
1568,empty_field,Jazz
1582,empty_field,Classical
1587,empty_field,Jazz
1589,empty_field,Hip-Hop
1594,empty_field,R&B
1605,empty_field,Folk
1613,empty_field,R&B
1618,empty_field,Pop
1620,empty_field,Classical
1622,empty_field,R&B
1627,empty_field,Alternative
1631,empty_field,Jazz
1635,empty_field,Pop
1636,empty_field,Jazz
1646,empty_field,Classical
1654,empty_field,Hip-Hop
